stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code
U713Z3P,"Strašnická",50.07248,14.49123,"P",,0,,0,,C
U713Z4P,"Strašnická",50.07245,14.49068,"P",,0,,0,,D
U713Z5P,"Strašnická",50.07237,14.49250,"P",,0,,0,,E
U713Z8P,"Strašnická",50.07262,14.49218,"P",,0,,0,,8
U713Z101P,"Strašnická",50.07304,14.49048,"P",,0,U713S1,1,U713L1,1
U713Z102P,"Strašnická",50.07309,14.49054,"P",,0,U713S1,1,U713L1,2
U714Z1P,"Strážní",50.09232,14.48153,"P",,0,,1,,A
U714Z2P,"Strážní",50.09219,14.48101,"P",,0,,1,,B
U716Z1,"Jíloviště,Výzkumný ústav",49.94254,14.39195,"B,1",,0,,0,,A
U716Z2,"Jíloviště,Výzkumný ústav",49.94255,14.39251,"B,1",,0,,0,,B
U717Z1P,"Strossmayerovo náměstí",50.09890,14.43289,"P",,0,,1,,A
U717Z2P,"Strossmayerovo náměstí",50.09888,14.43369,"P",,0,,1,,B
U717Z4P,"Strossmayerovo náměstí",50.09864,14.43326,"P",,0,,1,,D
U717Z5P,"Strossmayerovo náměstí",50.09917,14.43322,"P",,0,,1,,E
U717Z6P,"Strossmayerovo náměstí",50.09920,14.43337,"P",,0,,0,,F
U717Z54P,"Strossmayerovo náměstí",50.09863,14.43335,"P",,0,,0,,54
U717Z55P,"Strossmayerovo náměstí",50.09916,14.43315,"P",,0,,0,,Z5
U718Z1P,"Březiněveská",50.12603,14.45712,"P",,0,,2,,A
U718Z2P,"Březiněveská",50.12681,14.45687,"P",,0,,2,,B
U719Z1P,"Sudějovická",50.07511,14.66621,"P",,0,,0,,A
U719Z1,"Sudějovická",50.07511,14.66621,"B",,0,,0,,A
U719Z2P,"Sudějovická",50.07539,14.66528,"P",,0,,0,,B
U719Z2,"Sudějovická",50.07539,14.66528,"B",,0,,0,,B
U720Z1P,"Smaragdová",50.02648,14.36071,"P",,0,,0,,A
U720Z1,"Smaragdová",50.02648,14.36071,"0",,0,,0,,A
U720Z2P,"Smaragdová",50.02615,14.36037,"P",,0,,0,,B
U720Z2,"Smaragdová",50.02615,14.36037,"0",,0,,0,,B
U721Z1P,"Suchdolské náměstí",50.13609,14.38070,"P",,0,,0,,A
U721Z1,"Suchdolské náměstí",50.13609,14.38070,"B",,0,,0,,A
U721Z2P,"Suchdolské náměstí",50.13564,14.37996,"P",,0,,0,,B
U721Z2,"Suchdolské náměstí",50.13564,14.37996,"B",,0,,0,,B
U722Z1P,"Sulická",50.02649,14.44587,"P",,0,,0,,A
U722Z2P,"Sulická",50.02647,14.44543,"P",,0,,0,,B
U723Z1P,"Vršovický hřbitov",50.06297,14.46698,"P",,0,,0,,A
U723Z2P,"Vršovický hřbitov",50.06355,14.46644,"P",,0,,0,,B
U724Z1P,"Svatoplukova",50.06510,14.42917,"P",,0,,2,,A
U724Z2P,"Svatoplukova",50.06499,14.42970,"P",,0,,1,,B
U724Z51P,"Svatoplukova",50.06510,14.42917,"P",,0,,2,,A
U724Z52P,"Svatoplukova",50.06499,14.42970,"P",,0,,0,,B
U725Z1P,"Tehovičky",50.01353,14.62282,"P",,0,,0,,A
U725Z2P,"Tehovičky",50.01238,14.62400,"P",,0,,0,,B
U726Z1P,"Ke Xaverovu",50.09972,14.62368,"P",,0,,0,,A
U726Z2P,"Ke Xaverovu",50.09962,14.62392,"P",,0,,0,,B
U727Z1P,"Darwinova",50.01093,14.40993,"P",,0,,0,,A
U727Z2P,"Darwinova",50.01068,14.40998,"P",,0,,0,,B
U728Z1P,"Šatovka",50.11753,14.37487,"P",,0,,0,,A
U728Z2P,"Šatovka",50.11752,14.37490,"P",,0,,0,,B
U729Z1P,"Šeberák",50.01200,14.49063,"P",,0,,0,,A
U729Z3P,"Šeberák",50.01145,14.49200,"P",,0,,0,,C
U730Z1P,"Šeberov",50.01778,14.51082,"P",,0,,0,,A
U730Z1,"Šeberov",50.01778,14.51082,"B",,0,,0,,A
U730Z2P,"Šeberov",50.01854,14.51057,"P",,0,,0,,B
U730Z2,"Šeberov",50.01854,14.51057,"B",,0,,0,,B
U731Z1P,"V Ladech",50.01322,14.51373,"P",,0,,0,,A
U731Z1,"V Ladech",50.01322,14.51373,"B",,0,,0,,A
U731Z2P,"V Ladech",50.01329,14.51374,"P",,0,,0,,B
U731Z2,"V Ladech",50.01329,14.51374,"B",,0,,0,,B
U732Z1P,"Bolevecká",50.04303,14.55507,"P",,0,,0,,A
U732Z2P,"Bolevecká",50.04321,14.55719,"P",,0,,0,,B
U733Z1P,"Šmukýřka",50.06417,14.37048,"P",,0,,0,,A
U733Z2P,"Šmukýřka",50.06437,14.37075,"P",,0,,0,,B
U735Z1P,"Šperlova",50.03427,14.51090,"P",,0,,0,,A
U735Z2P,"Šperlova",50.03420,14.51083,"P",,0,,0,,B
U736Z1P,"Špitálka",50.11057,14.37805,"P",,0,,0,,A
U736Z2P,"Špitálka",50.11037,14.37825,"P",,0,,0,,B
U737Z1P,"Štefkova",50.07978,14.35328,"P",,0,,0,,A
U737Z2P,"Štefkova",50.07969,14.35278,"P",,0,,0,,B
U738Z1P,"Štěchovická",50.07203,14.50101,"P",,0,,0,,A
U738Z2P,"Štěchovická",50.07216,14.50053,"P",,0,,0,,B
U739Z1P,"Štěpánská",50.07569,14.42243,"P",,0,,1,,A
U739Z2P,"Štěpánská",50.07560,14.42332,"P",,0,,2,,B
U739Z3P,"Štěpánská",50.07552,14.42445,"P",,0,,0,,C
U740Z1P,"Štěpničná",50.12798,14.47728,"P",,0,,2,,A
U740Z2P,"Štěpničná",50.12801,14.47766,"P",,0,,2,,B
U740Z3P,"Štěpničná",50.12774,14.47612,"P",,0,,0,,C
U740Z3,"Štěpničná",50.12774,14.47612,"0",,0,,0,,C
U740Z4P,"Štěpničná",50.12799,14.47815,"P",,0,,0,,D
U740Z4,"Štěpničná",50.12799,14.47815,"0",,0,,0,,D
U741Z1P,"Ústřední",50.06904,14.54350,"P",,0,,0,,A
U741Z1,"Ústřední",50.06904,14.54350,"0",,0,,0,,A
U741Z2P,"Ústřední",50.06992,14.54224,"P",,0,,0,,B
U741Z2,"Ústřední",50.06992,14.54224,"0",,0,,0,,B
U741Z3P,"Ústřední",50.07002,14.54460,"P",,0,,0,,C
U742Z3P,"Novoštěrboholská",50.07451,14.56153,"P",,0,,0,,C
U742Z4P,"Novoštěrboholská",50.07434,14.56071,"P",,0,,0,,D
U743Z1P,"Rokycanova",50.08622,14.45553,"P",,0,,0,,A
U743Z2P,"Rokycanova",50.08612,14.45543,"P",,0,,0,,B
U743Z3P,"Rokycanova",50.08578,14.45747,"P",,0,,0,,X
U743Z4P,"Rokycanova",50.08702,14.45642,"P",,0,,0,,Y
U744Z1P,"Šumavská",50.07540,14.44418,"P",,0,,1,,A
U744Z2P,"Šumavská",50.07529,14.44355,"P",,0,,1,,B
U745Z1P,"Tachovské náměstí",50.08718,14.45227,"P",,0,,0,,A
U745Z2P,"Tachovské náměstí",50.08739,14.45238,"P",,0,,0,,B
U745Z3P,"Prokopovo náměstí",50.08656,14.45215,"P",,0,,0,,C
U746Z1P,"U Jankovky",49.98788,14.36733,"P",,0,,0,,A
U746Z2P,"U Jankovky",49.98853,14.36853,"P",,0,,0,,B
U747Z1P,"Spalovna Malešice",50.07892,14.53784,"P",,0,,0,,A
U747Z2P,"Spalovna Malešice",50.08145,14.53828,"P",,0,,0,,B
U748Z1P,"Televizní věž",50.08031,14.37442,"P",,0,,0,,D
U748Z2P,"Televizní věž",50.08017,14.37332,"P",,0,,0,,B
U749Z1P,"Tempo",50.01988,14.45195,"P",,0,,0,,A
U749Z1,"Tempo",50.01988,14.45195,"0",,0,,0,,A
U749Z2P,"Tempo",50.02019,14.45197,"P",,0,,0,,B
U749Z2,"Tempo",50.02019,14.45197,"0",,0,,0,,B
U750Z1P,"Teplárna Malešice",50.08287,14.52693,"P",,0,,0,,A
U750Z2P,"Teplárna Malešice",50.08342,14.52487,"P",,0,,0,,B
U751Z1P,"Teplárna Michle",50.05303,14.47437,"P",,0,,1,,A
U751Z2P,"Teplárna Michle",50.05261,14.47499,"P",,0,,1,,B
U751Z51P,"Teplárna Michle",50.05346,14.47373,"P",,0,,0,,A
U752Z1P,"Teplárna Třeboradice",50.16338,14.51476,"P",,0,,0,,A
U753Z1P,"Terasy",50.03697,14.39987,"P",,0,,0,,A
U753Z2P,"Terasy",50.03695,14.40047,"P",,0,,0,,B
U754Z1P,"Prosecká",50.11736,14.49715,"P",,0,,0,,A
U754Z2P,"Prosecká",50.11739,14.49678,"P",,0,,0,,B
U755Z1P,"Nademlejnská",50.10383,14.52417,"P",,0,,1,,A
U755Z2P,"Nademlejnská",50.10380,14.52506,"P",,0,,1,,B
U757Z1P,"Thákurova",50.10011,14.38704,"P",,0,,1,,A
U757Z2P,"Thákurova",50.10011,14.38579,"P",,0,,1,,B
U757Z3P,"Thákurova",50.10046,14.38897,"P",,0,,0,,C
U757Z4P,"Thákurova",50.10036,14.38562,"P",,0,,0,,D
U758Z1P,"Křižíkova",50.09420,14.45177,"P",,0,,1,,A
U758Z2P,"Křižíkova",50.09387,14.45110,"P",,0,,1,,B
U758Z101P,"Křižíkova",50.09260,14.45131,"P",,0,U758S1,1,U758L2,1
U758Z102P,"Křižíkova",50.09250,14.45136,"P",,0,U758S1,1,U758L2,2
U759Z1P,"Tolstého",50.07264,14.46022,"P",,0,,0,,A
U759Z2P,"Tolstého",50.07258,14.45933,"P",,0,,0,,B
U760Z1P,"Topolová",50.05372,14.50763,"P",,0,,0,,A
U760Z2P,"Topolová",50.05444,14.50738,"P",,0,,0,,B
U761Z1P,"Továrny Hostivař",50.05628,14.54326,"P",,0,,0,,A
U761Z1,"Továrny Hostivař",50.05628,14.54326,"0",,0,,0,,A
U761Z2P,"Továrny Hostivař",50.05640,14.54240,"P",,0,,0,,B
U761Z2,"Továrny Hostivař",50.05640,14.54240,"0",,0,,0,,B
U762Z1P,"Satalice",50.12524,14.57262,"P",,0,,0,,A
U762Z1,"Satalice",50.12524,14.57262,"B",,0,,0,,A
U762Z2P,"Satalice",50.12588,14.57075,"P",,0,,0,,B
U762Z2,"Satalice",50.12588,14.57075,"B",,0,,0,,B
U762Z4P,"Satalice",50.12582,14.57104,"P",,0,,0,,D
U762Z4,"Satalice",50.12582,14.57104,"B",,0,,0,,D
U763Z1P,"Odlehlá",50.09820,14.48153,"P",,0,,0,,A
U763Z2P,"Odlehlá",50.09863,14.48213,"P",,0,,0,,B
U764Z1P,"Zoologická zahrada",50.11675,14.41173,"P",,0,,0,,A
U764Z2P,"Zoologická zahrada",50.11651,14.41148,"P",,0,,0,,B
U765Z1P,"Trojská",50.11618,14.43312,"P",,0,,1,,A
U765Z2P,"Trojská",50.11676,14.43312,"P",,0,,1,,B
U765Z3P,"Trojská",50.11742,14.43138,"P",,0,,0,,C
U766Z1P,"Trutnovská",50.14630,14.50590,"P",,0,,0,,A
U766Z1,"Trutnovská",50.14630,14.50590,"0",,0,,0,,A
U766Z2P,"Trutnovská",50.14618,14.50555,"P",,0,,0,,B
U766Z2,"Trutnovská",50.14618,14.50555,"0",,0,,0,,B
U767Z1P,"Třebešín",50.08397,14.48185,"P",,0,,0,,A
U767Z2P,"Třebešín",50.08436,14.48186,"P",,0,,0,,B
U768Z1P,"Třebonice",50.04513,14.28054,"P",,0,,0,,A
U768Z2P,"Třebonice",50.04513,14.28054,"P",,0,,0,,B
U769Z1P,"Třeboradice",50.16380,14.52452,"P",,0,,0,,A
U769Z1,"Třeboradice",50.16380,14.52452,"B",,0,,0,,A
U769Z2P,"Třeboradice",50.16253,14.52488,"P",,0,,0,,B
U769Z3P,"Třeboradice",50.16255,14.52507,"P",,0,,0,,C
U769Z3,"Třeboradice",50.16255,14.52507,"B",,0,,0,,C
U770Z1P,"Nové Petrovice",50.03996,14.55459,"P",,0,,0,,A
U770Z2P,"Nové Petrovice",50.04014,14.55460,"P",,0,,0,,B
U771Z1P,"Tupolevova",50.13464,14.50598,"P",,0,,0,,A
U771Z1,"Tupolevova",50.13464,14.50598,"0",,0,,0,,A
U771Z2P,"Tupolevova",50.13437,14.50580,"P",,0,,0,,B
U771Z2,"Tupolevova",50.13437,14.50580,"0",,0,,0,,B
U772Z1P,"Tyršova čtvrť",50.01410,14.41127,"P",,0,,0,,A
U772Z2P,"Tyršova čtvrť",50.01408,14.41013,"P",,0,,0,,B
U774Z1P,"U Dálnice",50.02048,14.50770,"P",,0,,0,,A
U774Z2P,"U Dálnice",50.02050,14.50710,"P",,0,,0,,B
U775Z1P,"U Elektry",50.10346,14.51856,"P",,0,,1,,A
U775Z2P,"U Elektry",50.10347,14.51944,"P",,0,,1,,B
U776Z1P,"U Hangáru",50.10849,14.27614,"P",,0,,0,,A
U776Z2P,"U Hangáru",50.10826,14.27821,"P",,0,,0,,B
U776Z2,"U Hangáru",50.10826,14.27821,"B",,0,,0,,B
U776Z3,"U Hangáru",50.10813,14.27693,"B",,0,,0,,C
U777Z1P,"U Kapličky",49.96223,14.36090,"P",,0,,0,,A
U777Z2P,"U Kapličky",49.96200,14.36085,"P",,0,,0,,B
U777Z3P,"U Kapličky",49.96191,14.36026,"P",,0,,0,,C
U778Z1P,"U Kaštanu",50.08363,14.36335,"P",,0,,1,,A
U778Z2P,"U Kaštanu",50.08368,14.36287,"P",,0,,1,,B
U779Z1P,"U Kříže",50.11211,14.47532,"P",,0,,1,,A
U779Z2P,"U Kříže",50.11237,14.47576,"P",,0,,1,,B
U780Z1P,"U Křížku",50.01602,14.35660,"P",,0,,0,,A
U780Z1,"U Křížku",50.01602,14.35660,"0",,0,,0,,A
U780Z2P,"U Křížku",50.01594,14.35682,"P",,0,,0,,B
U780Z2,"U Křížku",50.01594,14.35682,"0",,0,,0,,B
U781Z1P,"U Ladronky",50.07990,14.36180,"P",,0,,0,,A
U781Z2P,"U Ladronky",50.07984,14.36239,"P",,0,,0,,B
U782Z1P,"U Lesíka",50.06445,14.35812,"P",,0,,0,,A
U782Z2P,"U Lesíka",50.06497,14.35903,"P",,0,,0,,B
U782Z3P,"U Lesíka",50.06497,14.35903,"P",,0,,0,,3
U783Z1P,"U Libušské sokolovny",50.00445,14.46453,"P",,0,,0,,A
U783Z1,"U Libušské sokolovny",50.00445,14.46453,"B",,0,,0,,A
U783Z2P,"U Libušské sokolovny",50.00515,14.46417,"P",,0,,0,,B
U783Z2,"U Libušské sokolovny",50.00515,14.46417,"B",,0,,0,,B
U784Z1P,"U Lípy",50.05309,14.49412,"P",,0,,0,,A
U784Z2P,"U Lípy",50.05309,14.49438,"P",,0,,0,,B
U784Z3P,"U Lípy",50.05151,14.49479,"P",,0,,0,,C
U784Z4P,"U Lípy",50.05131,14.49449,"P",,0,,0,,D
U785Z1P,"U Lomů",49.99680,14.33905,"P",,0,,0,,A
U785Z2P,"U Lomů",49.99711,14.33893,"P",,0,,0,,B
U786Z1P,"K Fialce",50.05589,14.32937,"P",,0,,0,,A
U786Z2P,"K Fialce",50.05555,14.32955,"P",,0,,0,,B
U787Z1P,"U Matěje",50.11220,14.37990,"P",,0,,0,,A
U787Z2P,"U Matěje",50.11227,14.38015,"P",,0,,0,,B
U788Z1P,"U Měchurky",50.06457,14.37792,"P",,0,,0,,A
U788Z2P,"U Měchurky",50.06483,14.37855,"P",,0,,0,,B
U789Z1P,"U Památníku",50.08666,14.44668,"P",,0,,0,,A
U789Z2P,"U Památníku",50.08692,14.44513,"P",,0,,0,,B
U790Z1P,"Ke Klíčovu",50.11353,14.50979,"P",,0,,0,,A
U790Z2P,"Ke Klíčovu",50.11316,14.50743,"P",,0,,0,,B
U791Z1P,"Čakovický zámek",50.15167,14.52168,"P",,0,,0,,A
U791Z1,"Čakovický zámek",50.15167,14.52168,"B",,0,,0,,A
U791Z2P,"Čakovický zámek",50.15170,14.52135,"P",,0,,0,,B
U791Z2,"Čakovický zámek",50.15170,14.52135,"B",,0,,0,,B
U792Z1P,"Dubeč",50.06176,14.59613,"P",,0,,0,,A
U792Z2P,"Dubeč",50.06178,14.59681,"P",,0,,0,,B
U792Z2,"Dubeč",50.06178,14.59681,"B",,0,,0,,B
U792Z3P,"Dubeč",50.06193,14.59665,"P",,0,,0,,C
U792Z3,"Dubeč",50.06193,14.59665,"B",,0,,0,,C
U793Z1P,"Škola Štěrboholy",50.07212,14.55263,"P",,0,,0,,A
U793Z2P,"Škola Štěrboholy",50.07225,14.55276,"P",,0,,0,,B
U794Z1P,"Štěrboholy",50.07165,14.55028,"P",,0,,0,,A
U794Z2P,"Štěrboholy",50.07193,14.55056,"P",,0,,0,,B
U795Z1P,"U Spojů",50.14562,14.47515,"P",,0,,0,,A
U795Z2P,"U Spojů",50.14572,14.47540,"P",,0,,0,,B
U796Z1P,"Na Planině",50.03949,14.42957,"P",,0,,0,,A
U796Z2P,"Na Planině",50.03961,14.43091,"P",,0,,0,,B
U797Z1P,"U Školy",50.04397,14.42158,"P",,0,,0,,A
U797Z2P,"U Školy",50.04372,14.42177,"P",,0,,0,,B
U798Z1P,"U Továren",50.05637,14.53980,"P",,0,,0,,A
U798Z1,"U Továren",50.05637,14.53980,"0",,0,,0,,A
U798Z2P,"U Továren",50.05642,14.54016,"P",,0,,0,,B
U798Z2,"U Továren",50.05642,14.54016,"0",,0,,0,,B
U799Z1P,"U Tří svatých",50.01232,14.47795,"P",,0,,0,,A
U799Z2P,"U Tří svatých",50.01219,14.47723,"P",,0,,0,,B
U799Z3,"U Tří svatých",50.01097,14.47725,"B",,0,,0,,C
U799Z4,"U Tří svatých",50.01071,14.47723,"B",,0,,0,,D
U800Z1P,"U Václava",50.11445,14.31206,"P",,0,,0,,A
U800Z1,"U Václava",50.11445,14.31206,"B",,0,,0,,A
U800Z2P,"U Václava",50.11433,14.31236,"P",,0,,0,,B
U800Z2,"U Václava",50.11433,14.31236,"B",,0,,0,,B
U801Z1P,"Nádraží Dolní Počernice",50.08699,14.57222,"P",,0,,0,,A
U801Z2P,"Nádraží Dolní Počernice",50.08728,14.57149,"P",,0,,0,,B
U802Z1P,"U Včely",49.96841,14.38762,"P",,0,,0,,A
U802Z1,"U Včely",49.96841,14.38762,"B",,0,,0,,A
U802Z2P,"U Včely",49.96925,14.38885,"P",,0,,0,,B
U802Z2,"U Včely",49.96925,14.38885,"B",,0,,0,,B
U802Z3P,"Žabovřeská",49.97028,14.38568,"P",,0,,0,,C
U803Z1P,"U Vodojemu",50.12252,14.52751,"P",,0,,0,,A
U803Z1,"U Vodojemu",50.12252,14.52751,"0",,0,,0,,A
U803Z2P,"U Vodojemu",50.12257,14.52714,"P",,0,,0,,B
U803Z2,"U Vodojemu",50.12257,14.52714,"0",,0,,0,,B
U804Z1P,"U Zvoničky",50.01025,14.46041,"P",,0,,0,,A
U804Z1,"U Zvoničky",50.01025,14.46041,"B",,0,,0,,A
U804Z2P,"U Zvoničky",50.01056,14.46015,"P",,0,,0,,B
U804Z2,"U Zvoničky",50.01056,14.46015,"B",,0,,0,,B
U805Z1P,"U Zvonu",50.07154,14.38722,"P",,0,,1,,A
U805Z2P,"U Zvonu",50.07164,14.38742,"P",,0,,1,,B
U805Z3P,"U Zvonu",50.07146,14.38706,"P",,0,,0,,C
U805Z51P,"U Zvonu",50.07066,14.38711,"P",,0,,0,,51
U805Z52P,"U Zvonu",50.07162,14.38663,"P",,0,,0,,52
U806Z1P,"Řepínská",50.13387,14.43022,"P",,0,,0,,A
U806Z2P,"Řepínská",50.13316,14.42987,"P",,0,,0,,B
U807Z1P,"Ústřední dílny DP",50.07429,14.53235,"P",,0,,1,,A
U807Z2P,"Ústřední dílny DP",50.07471,14.53223,"P",,0,,1,,B
U807Z3P,"Ústřední dílny DP",50.07466,14.53242,"P",,0,,1,,C
U807Z4P,"Ústřední dílny DP",50.07438,14.53219,"P",,0,,1,,D
U807Z7P,"Ústřední dílny DP",50.07465,14.53294,"P",,0,,0,,G
U807Z8P,"Ústřední dílny DP",50.07438,14.53250,"P",,0,,0,,H
U808Z1P,"Uhříněves",50.02999,14.60550,"P",,0,,0,,A
U808Z1,"Uhříněves",50.02999,14.60550,"B",,0,,0,,A
U808Z2P,"Uhříněves",50.02974,14.60230,"P",,0,,0,,B
U808Z2,"Uhříněves",50.02974,14.60230,"B",,0,,0,,B
U808Z5,"Uhříněves",50.03056,14.60677,"B",,0,,0,,E
U809Z1P,"Újezd",50.08168,14.40444,"P",,0,,1,,A
U809Z2P,"Újezd",50.08054,14.40465,"P",,0,,2,,B
U809Z4P,"Újezd",50.08125,14.40518,"P",,0,,2,,D
U809Z51P,"Újezd",50.08168,14.40444,"P",,0,,0,,A
U809Z52P,"Újezd",50.08038,14.40470,"P",,0,,0,,Z2
U810Z1,"K Sukovu",50.01244,14.54657,"B",,0,,0,,A
U810Z2,"K Sukovu",50.01223,14.54698,"B",,0,,0,,B
U810Z3P,"K Sukovu",50.01275,14.54616,"P",,0,,0,,C
U811Z1P,"Újezd nad Lesy",50.07615,14.66047,"P",,0,,0,,A
U811Z1,"Újezd nad Lesy",50.07615,14.66047,"B",,0,,0,,A
U811Z2P,"Újezd nad Lesy",50.07700,14.65685,"P",,0,,0,,B
U811Z3P,"Újezd nad Lesy",50.07579,14.65857,"P",,0,,0,,C
U811Z3,"Újezd nad Lesy",50.07579,14.65857,"B",,0,,0,,C
U811Z4P,"Újezd nad Lesy",50.07554,14.65788,"P",,0,,0,,D
U811Z4,"Újezd nad Lesy",50.07554,14.65788,"B",,0,,0,,D
U811Z13P,"Újezd nad Lesy",50.07579,14.65857,"P",,0,,0,,C
U811Z14P,"Újezd nad Lesy",50.07554,14.65788,"P",,0,,0,,D
U812Z1P,"Formanská",50.01450,14.54341,"P",,0,,0,,A
U812Z1,"Formanská",50.01450,14.54341,"B",,0,,0,,A
U812Z2P,"Formanská",50.01424,14.54471,"P",,0,,0,,B
U812Z2,"Formanská",50.01424,14.54471,"B",,0,,0,,B
U813Z1P,"Ukrajinská",50.06458,14.45258,"P",,0,,0,,A
U813Z2P,"Ukrajinská",50.06541,14.45247,"P",,0,,0,,B
U814Z1P,"Elišky Přemyslovny",49.97494,14.39311,"P",,0,,0,,A
U814Z1,"Elišky Přemyslovny",49.97494,14.39311,"B",,0,,0,,A
U815Z1P,"Urbanova",50.06272,14.38420,"P",,0,,0,,A
U815Z2P,"Urbanova",50.06222,14.38362,"P",,0,,0,,B
U816Z1P,"Urxova",50.09518,14.45638,"P",,0,,1,,A
U816Z2P,"Urxova",50.09521,14.45710,"P",,0,,1,,B
U817Z1P,"Správa sociálního zabezpečení",50.05885,14.40595,"P",,0,,0,,A
U817Z2P,"Správa sociálního zabezpečení",50.05971,14.40585,"P",,0,,0,,B
U818Z1P,"Rajská zahrada",50.10617,14.55855,"P",,0,,0,,A
U818Z2P,"Rajská zahrada",50.10640,14.55991,"P",,0,,0,,B
U818Z101P,"Rajská zahrada",50.10687,14.56048,"P",,0,U818S1,1,U818L1N,1
U818Z102P,"Rajská zahrada",50.10683,14.56050,"P",,0,U818S1,1,U818L0,2
U819Z1P,"Ústav mateřství",50.02453,14.45992,"P",,0,,0,,A
U819Z1,"Ústav mateřství",50.02453,14.45992,"0",,0,,0,,A
U819Z2P,"Ústav mateřství",50.02449,14.46016,"P",,0,,0,,B
U819Z2,"Ústav mateřství",50.02449,14.46016,"0",,0,,0,,B
U820Z1P,"Drobná",50.07283,14.55634,"P",,0,,0,,A
U820Z2P,"Drobná",50.07290,14.55617,"P",,0,,0,,B
U821Z1P,"Náměstí Winstona Churchilla",50.08413,14.44037,"P",,0,,0,,A
U821Z2P,"Náměstí Winstona Churchilla",50.08390,14.44040,"P",,0,,0,,B
U822Z1P,"U Háje",50.04124,14.42223,"P",,0,,0,,A
U822Z2P,"U Háje",50.04318,14.41875,"P",,0,,0,,B
U823Z1P,"Nad Košíkem",50.04517,14.51925,"P",,0,,0,,A
U823Z2P,"Nad Košíkem",50.04485,14.51915,"P",,0,,0,,B
U824Z2P,"V Chotejně",50.05768,14.53263,"P",,0,,0,,B
U824Z2,"V Chotejně",50.05768,14.53263,"0",,0,,0,,B
U824Z4P,"V Chotejně",50.05855,14.53423,"P",,0,,0,,D
U824Z4,"V Chotejně",50.05855,14.53423,"0",,0,,0,,D
U825Z1P,"V Korytech",50.05446,14.48886,"P",,0,,0,,A
U825Z2P,"V Korytech",50.05444,14.48864,"P",,0,,0,,B
U826Z1P,"Březiněves",50.16469,14.48390,"P",,0,,0,,A
U826Z1,"Březiněves",50.16469,14.48390,"B",,0,,0,,A
U826Z2P,"Březiněves",50.16464,14.48360,"P",,0,,0,,B
U826Z2,"Březiněves",50.16464,14.48360,"B",,0,,0,,B
U827Z1P,"Limuzská",50.07883,14.50833,"P",,0,,0,,A
U827Z2P,"Limuzská",50.07858,14.50820,"P",,0,,0,,B
U828Z1P,"Venušina",50.02582,14.60879,"P",,0,,0,,A
U828Z2P,"Venušina",50.02676,14.60846,"P",,0,,0,,B
U829Z3P,"V Rybníčkách",50.07056,14.50691,"P",,0,,0,,C
U829Z4P,"V Rybníčkách",50.07063,14.50758,"P",,0,,0,,D
U830Z1P,"V Sudech",49.99203,14.34635,"P",,0,,0,,A
U830Z1,"V Sudech",49.99203,14.34635,"0,B",,0,,0,,A
U830Z2P,"V Sudech",49.99245,14.34564,"P",,0,,0,,B
U830Z2,"V Sudech",49.99245,14.34564,"0,B",,0,,0,,B
U831Z1P,"V Uličce",50.04144,14.39578,"P",,0,,0,,A
U832Z1P,"V Zápolí",50.04612,14.46810,"P",,0,,0,,A
U832Z2P,"V Zápolí",50.04609,14.46773,"P",,0,,0,,B
U832Z3P,"V Zápolí",50.04785,14.46868,"P",,0,,0,,C
U833Z1P,"V Zátiší",50.02253,14.43350,"P",,0,,0,,A
U833Z2P,"V Zátiší",50.02265,14.43190,"P",,0,,0,,B
U834Z1P,"Vackov",50.08682,14.48688,"P",,0,,0,,A
U834Z2P,"Vackov",50.08697,14.48562,"P",,0,,0,,B
U835Z1P,"Václavka",50.06520,14.39300,"P",,0,,0,,A
U835Z2P,"Václavka",50.06522,14.39364,"P",,0,,0,,B
U837Z1P,"Vozovna Žižkov",50.09168,14.47544,"P",,0,,1,,A
U837Z2P,"Vozovna Žižkov",50.09149,14.47453,"P",,0,,1,,B
U837Z3P,"Vozovna Žižkov",50.09134,14.47518,"P",,0,,2,,C
U838Z1P,"Kolovraty",50.01602,14.62127,"P",,0,,0,,A
U838Z2P,"Kolovraty",50.01608,14.62152,"P",,0,,0,,B
U839Z1P,"Ve Studeném",50.03159,14.42398,"P",,0,,0,,A
U839Z2P,"Ve Studeném",50.03160,14.42159,"P",,0,,0,,B
U840Z1P,"Ve Výrech",50.03493,14.30670,"P",,0,,0,,A
U840Z2P,"Ve Výrech",50.03525,14.30532,"P",,0,,0,,B
U841Z1P,"Veletržní palác",50.10240,14.43272,"P",,0,,2,,A
U841Z2P,"Veletržní palác",50.10154,14.43317,"P",,0,,2,,B
U841Z3P,"Veletržní palác",50.10248,14.43261,"P",,0,,2,,C
U841Z4P,"Veletržní palác",50.10147,14.43319,"P",,0,,2,,D
U842Z1P,"Poliklinika Petrovice",50.03995,14.56018,"P",,0,,0,,A
U842Z2P,"Poliklinika Petrovice",50.03854,14.56177,"P",,0,,0,,B
U843Z1P,"Bazovského",50.06735,14.30797,"P",,0,,0,,A
U843Z2P,"Bazovského",50.06698,14.30715,"P",,0,,0,,B
U844Z1P,"Větrník",50.08975,14.35119,"P",,0,,1,,A
U844Z2P,"Větrník",50.08977,14.35100,"P",,0,,1,,B
U844Z3P,"Větrník",50.08934,14.34911,"P",,0,,0,,C
U844Z4P,"Větrník",50.08925,14.34937,"P",,0,,0,,D
